RC2-after,,
wcAi,DF,1st Diff
211975.11,-1383.8,-1.31
212038.81,-1385.25,-1.45
212065.3,-1385.99,-0.74
212072.43,-1386.19,-0.2
212080.6,-1386.3,-0.11
212085.94,-1386.37,-0.07
212087.45,-1386.87,-0.5
212087.9,-1386.75,0.12
212088.99,-1386.45,0.3
212090.09,-1386.12,0.33
212090.53,-1385.99,0.13
212092.1,-1386.42,-0.43
212098.32,-1386.46,-0.04
212110.14,-1386.55,-0.09
212118.74,-1386.67,-0.12
212125.51,-1386.76,-0.09
212133.88,-1386.78,-0.02
212197.65,-1388.27,-1.49
212206.57,-1388.59,-0.32
212249.53,-1389.47,-0.88
212313.27,-1391.06,-1.59
212376.56,-1392.69,-1.63
212440.6,-1394.38,-1.69
212504.09,-1396.04,-1.66
212567.86,-1397.67,-1.63
212631.47,-1399.21,-1.54
212695.1,-1400.74,-1.53
212758.95,-1402.49,-1.75
212800.7,-1403.57,-1.08
212853.27,-1404.99,-1.42
212874.05,-1405.56,-0.57
212900.84,-1406.29,-0.73
212964.64,-1407.88,-1.59
213028.35,-1409.55,-1.67
213092.19,-1411.04,-1.49
213144.98,-1412.46,-1.42
213199.44,-1413.91,-1.45
213263.24,-1415.59,-1.68
213315.1,-1416.71,-1.12
213378.88,-1418.23,-1.52
213442.38,-1419.92,-1.69
213506.07,-1421.51,-1.59
213569.93,-1423.13,-1.62
213632.96,-1424.64,-1.51
213678.25,-1425.94,-1.3
213696.46,-1426.41,-0.47
213760.11,-1428.02,-1.61
213823.58,-1429.72,-1.7
213887.24,-1431.35,-1.63
213950.74,-1433.1,-1.75
214014.55,-1434.72,-1.62
214069.74,-1436.06,-1.34
214125.88,-1437.41,-1.35
214189.58,-1439.07,-1.66
214233.61,-1440.26,-1.19
214279.99,-1441.43,-1.17
214343.72,-1443.17,-1.74
214407.74,-1444.78,-1.61
214462.64,-1445.98,-1.2
214474.48,-1446.17,-0.19
214538.14,-1447.54,-1.37
214601.74,-1449.2,-1.66
214665.5,-1450.77,-1.57
214729.11,-1452.52,-1.75
214792.73,-1454.11,-1.59
214856.41,-1455.9,-1.79
214920.03,-1457.54,-1.64
214983.7,-1459.27,-1.73
215047.35,-1460.87,-1.6
215111.1,-1462.55,-1.68
215174.84,-1464.06,-1.51
215220.66,-1465.21,-1.15
215264.04,-1466.41,-1.2
215327.88,-1468.07,-1.66
215391.57,-1469.74,-1.67
215455.37,-1470.94,-1.2
215508.6,-1471.95,-1.01
215572.25,-1473.51,-1.56
215629.73,-1474.95,-1.44
215693.44,-1476.6,-1.65
215757.2,-1478.15,-1.55
215820.72,-1479.76,-1.61
215884.57,-1481.2,-1.44
215948.4,-1482.81,-1.61
215991.2,-1483.67,-0.86
216054.26,-1484.15,-0.48
216118.11,-1485.39,-1.24
216160.65,-1486.48,-1.09
216224.49,-1488.11,-1.63
216288.23,-1489.66,-1.55
216351.97,-1491.32,-1.66
216415.51,-1492.95,-1.63
216479.26,-1494.63,-1.68
216543.06,-1496.05,-1.42
216606.86,-1497.73,-1.68
216670.56,-1499.32,-1.59
216733.99,-1500.94,-1.62
216797.66,-1501.46,-0.52
216861.37,-1502.22,-0.76
216925.28,-1503.71,-1.49
216989.1,-1505.4,-1.69
217052.77,-1506.96,-1.56
217116.46,-1508.34,-1.38
217180.33,-1509.77,-1.43
217243.95,-1511.36,-1.59
217307.78,-1512.74,-1.38
217371.76,-1514.25,-1.51
217435.6,-1515.69,-1.44
217499.14,-1517.26,-1.57
217562.97,-1518.88,-1.62
217614.39,-1520.27,-1.39
217662.7,-1521.52,-1.25
217709.33,-1522.73,-1.21
217773.28,-1524.31,-1.58
217837.39,-1525.84,-1.53
217901.47,-1527.05,-1.21
217965.41,-1528.38,-1.33
218022.28,-1529.75,-1.37
218086.14,-1531.44,-1.69
218150.07,-1532.95,-1.51
218213.9,-1534.64,-1.69
218277.88,-1535.81,-1.17
218341.78,-1537.27,-1.46
218406,-1538.27,-1
218469.89,-1539.83,-1.56
218522.03,-1541.06,-1.23
218585.87,-1542.69,-1.63
218638.14,-1543.81,-1.12
218692.57,-1544.96,-1.15
218756.39,-1546.5,-1.54
218820.6,-1547.96,-1.46
218884.39,-1549.45,-1.49
218938.44,-1550.88,-1.43
219002.25,-1552.43,-1.55
219066.32,-1553.33,-0.9
219130.03,-1554.65,-1.32
219193.41,-1555.9,-1.25
219257.26,-1557.06,-1.16
219321.1,-1558.49,-1.43
219384.72,-1560.05,-1.56
219448.79,-1561.01,-0.96
219512.13,-1562.6,-1.59
219576.25,-1564.03,-1.43
219640.37,-1565.58,-1.55
219704.21,-1567.15,-1.57
219768.32,-1568.65,-1.5
219831.77,-1570.23,-1.58
219895.22,-1571.67,-1.44
219958.99,-1572.86,-1.19
220022.77,-1574.3,-1.44
220086.44,-1575.94,-1.64
220131.3,-1576.44,-0.5
220143.03,-1577.04,-0.6
220193.3,-1577.81,-0.77
220257.18,-1579.29,-1.48
220320.88,-1580.79,-1.5
220384.63,-1582.27,-1.48
220447.9,-1583.89,-1.62
220493.01,-1584.99,-1.1
220556.85,-1586.4,-1.41
220620.42,-1588.1,-1.7
220684.07,-1589.7,-1.6
220747.89,-1591.44,-1.74
220811.7,-1593.03,-1.59
220875.24,-1594.7,-1.67
220939.16,-1596.32,-1.62
221002.81,-1598.15,-1.83
221066.68,-1599.79,-1.64
221111.25,-1601.06,-1.27
221174.8,-1602.7,-1.64
221238.36,-1604.03,-1.33
221302.3,-1605.56,-1.53
221366.06,-1607.12,-1.56
221417.22,-1608.43,-1.31
221480.33,-1610.05,-1.62
221527.45,-1611.33,-1.28
221591.04,-1612.98,-1.65
221654.62,-1614.64,-1.66
221696.97,-1615.78,-1.14
221760.8,-1617.5,-1.72
221824.5,-1619.09,-1.59
221888.13,-1620.64,-1.55
221951.8,-1622.29,-1.65
222015.62,-1623.94,-1.65
222079.37,-1625.51,-1.57
222142.15,-1627.21,-1.7
222206.07,-1628.77,-1.56
222269.82,-1630.36,-1.59
222333.72,-1631.94,-1.58
222397.33,-1633.55,-1.61
222444.31,-1634.72,-1.17
222481.94,-1635.66,-0.94
222518.05,-1636.59,-0.93
222556.9,-1637.47,-0.88
222611.67,-1638.9,-1.43
222665.17,-1640.23,-1.33
222708.33,-1641.26,-1.03
222751.74,-1642.34,-1.08
222794.27,-1643.23,-0.89
222835.18,-1644.28,-1.05
222898.77,-1645.96,-1.68
222943.41,-1649.04,-3.08
222952.79,-1647.21,1.83
223006.59,-1648.68,-1.47
223070.44,-1650.17,-1.49
223133.95,-1651.68,-1.51
223183.56,-1652.98,-1.3
223233.72,-1654.21,-1.23
223297.06,-1655.9,-1.69
223352.04,-1657.33,-1.43
223415.78,-1658.81,-1.48
223479.41,-1660.27,-1.46
223543.13,-1660.96,-0.69
223587.95,-1662.16,-1.2
223651.59,-1663.73,-1.57
223715.14,-1665.48,-1.75
223778.65,-1667.09,-1.61
223842.56,-1668.77,-1.68
223872.74,-1669.62,-0.85
223906.45,-1670.2,-0.58
223960.23,-1671.62,-1.42
224014.68,-1672.89,-1.27
224078.39,-1674.3,-1.41
224141.97,-1675.85,-1.55
224205.64,-1677.5,-1.65
224269.32,-1679.09,-1.59
224333.04,-1680.78,-1.69
224378.61,-1681.88,-1.1
224413.06,-1682.46,-0.58
224441.28,-1683.3,-0.84
224483.99,-1684.36,-1.06
224521.24,-1685.3,-0.94
224544.11,-1685.65,-0.35
224607.71,-1687.35,-1.7
224671.62,-1689.04,-1.69
224735.53,-1690.65,-1.61
224798.96,-1692.42,-1.77
224862.9,-1694.18,-1.76
224926.67,-1695.94,-1.76
224990.12,-1697.67,-1.73
225053.84,-1699.39,-1.72
225117.56,-1701.14,-1.75
225159.17,-1702.16,-1.02
225191.12,-1702.96,-0.8
225254.95,-1704.66,-1.7
225319.09,-1706.16,-1.5
225373.89,-1707.62,-1.46
225437.96,-1709.21,-1.59
225502.07,-1710.74,-1.53
225524.84,-1709.41,1.33
225566.25,-1712.01,-2.6
225630.16,-1713.69,-1.68
225694.01,-1715.32,-1.63
225747.72,-1716.61,-1.29
225811.65,-1718.24,-1.63
225875.67,-1719.73,-1.49
225939.55,-1721.31,-1.58
226003.57,-1722.74,-1.43
226067.59,-1724.4,-1.66
226117.65,-1725.68,-1.28
226181.39,-1727.16,-1.48
226244.86,-1728.79,-1.63
226287.81,-1729.9,-1.11
226351.94,-1731.48,-1.58
226416,-1732.67,-1.19
226479.41,-1734.13,-1.46
226543.43,-1735.8,-1.67
226607.36,-1737.34,-1.54
226661.99,-1738.38,-1.04
226726.08,-1739.88,-1.5
226790.03,-1741.3,-1.42
226853.96,-1742.75,-1.45
226918.09,-1744.24,-1.49
226981.75,-1745.84,-1.6
227029.25,-1747.04,-1.2
227093.39,-1748.69,-1.65
227157.23,-1750.25,-1.56
227207.74,-1751.58,-1.33
227271.73,-1753.2,-1.62
227335.76,-1754.07,-0.87
227399.47,-1755.55,-1.48
227463.57,-1757.03,-1.48
227527.62,-1758.49,-1.46
227591.71,-1759.98,-1.49
227655.81,-1761.62,-1.64
227719.17,-1763.13,-1.51
227782.99,-1764.65,-1.52
227804.859,-1765.151,-0.501000153
227809.13,-1765.248845,-0.097844974
227846.72,-1766.11,-0.958999847
227910.78,-1767.66,-1.55
227974.9,-1769.32,-1.66
227983.65,-1769.52,-0.2
228038.86,-1770.8,-1.28
228101.57,-1772.33,-1.53
228165.49,-1773.92,-1.59
228229.58,-1775.71,-1.79
228293.5,-1777.35,-1.64
228357.56,-1779,-1.65
228421.29,-1780.63,-1.63
228485.21,-1782.14,-1.51
228549.28,-1783.72,-1.58
228563.12,-1784.08,-0.36
228566.72,-1784.16,-0.08
228581.24,-1784.49,-0.33
228581.25,-1784.48,0.01
228582.13,-1784.48,2.91E-11
228617.75,-1784.52,-0.04
228634.66,-1784.5,0.02
228635.35,-1784.51,-0.01
228677.48,-1784.58,-0.07
228718.95,-1784.65,-0.07
228718.96,-1784.64,0.01
228752.54,-1785.28,-0.64
228752.55,-1785.27,0.01
228757.73,-1787.4,-2.13
228757.73,-1787.4,0
228759.8,-1787.09,0.31
228786.81,-1786.04,1.05
228850.11,-1787.53,-1.49
228851.35,-1787.57,-0.04
228899.23,-1787.06,0.51
228913.9,-1788.29,-1.23
228916.81,-1788.35,-0.06
228957.23,-1789.18,-0.83
228975.16,-1789.53,-0.35
228975.16,-1789.53,0
229039.09,-1790.96,-1.43
229039.09,-1790.96,0
229088.52,-1792.03,-1.07
229144.23,-1793.19,-1.16
229207.99,-1794.65,-1.46
229198.56,-1794.434068,0.215931619
229207.99,-1794.65,-0.215931619
229272.01,-1796.12,-1.47
229272.01,-1796.12,0
229335.76,-1797.57,-1.45
229398.8,-1798.84,-1.27
229457.33,-1800.17,-1.33
229508.63,-1801,-0.83
229562.17,-1802.04,-1.04
229625.87,-1803.55,-1.51
229689.94,-1804.96,-1.41
229753.83,-1806.5,-1.54
229817.54,-1807.9,-1.4
229871.38,-1809.22,-1.32
229928.12,-1810.45,-1.23
229982.39,-1811.73,-1.28
230046.2,-1813.11,-1.38
230098.67,-1814.36,-1.25
230162.39,-1815.81,-1.45
230226.08,-1817.17,-1.36
230290,-1818.64,-1.47
230343.26,-1819.72,-1.08
230398.03,-1820.93,-1.21
230454.04,-1822.11,-1.18
230510.38,-1823.34,-1.23
230562.52,-1824.51,-1.17
230615.12,-1825.67,-1.16
230666.85,-1826.9,-1.23
230730.7,-1828.31,-1.41
230794.02,-1829.58,-1.27
230857.83,-1830.93,-1.35
230921.74,-1832.3,-1.37
230985.7,-1833.74,-1.44
231049.44,-1835.19,-1.45
231113.52,-1836.56,-1.37
231177.41,-1837.54,-0.98
231240.95,-1838.57,-1.03
231305,-1839.84,-1.27
231368.89,-1841.15,-1.31
231432.68,-1842.61,-1.46
231490.99,-1843.86,-1.25
231537.69,-1844.95,-1.09
231584.36,-1846,-1.05
231637.56,-1847.12,-1.12
231701.7,-1848.6,-1.48
231765.75,-1849.94,-1.34
231818.77,-1851.12,-1.18
231818.78,-1851.11,0.01
231864.9,-1852.19,-1.08
231864.91,-1852.18,0.01
231908.96,-1852.53,-0.35
231922.41,-1853.24,-0.71
231941.84,-1852.06,1.18
231980.62,-1854.31,-2.25
232044.71,-1855.9,-1.59
232108.56,-1857.62,-1.72
232143.13,-1858.48,-0.86
232163.01,-1858.97,-0.49
232218.64,-1860.29,-1.32
232282.69,-1862.11,-1.82
232346.7,-1863.71,-1.6
232401.91,-1865.15,-1.44
232401.92,-1865.14,0.01
232455.99,-1865.62,-0.48
232456,-1865.61,0.01
232520.06,-1867.14,-1.53
232584.18,-1868.78,-1.64
232647.63,-1869.39,-0.61
232703.6,-1870.33,-0.94
232761.37,-1871.29,-0.96
232809.99,-1872.48,-1.19
232874.07,-1873.97,-1.49
232924.44,-1875.1,-1.13
232988.3,-1876.7,-1.6
233052.3,-1878.06,-1.36
233116.26,-1879.54,-1.48
233180.28,-1880.98,-1.44
233244.22,-1882.35,-1.37
233308.39,-1883.78,-1.43
233372.27,-1885.29,-1.51
233436.2,-1886.89,-1.6
233500.01,-1888.42,-1.53
233564.09,-1890.04,-1.62
233628.16,-1891.65,-1.61
233692.16,-1893.29,-1.64
233735.49,-1894.37,-1.08
233776.15,-1895.37,-1
233816.19,-1896.24,-0.87
233850.74,-1896.9,-0.66
233887.45,-1897.69,-0.79
233935.6,-1898.84,-1.15
233989.89,-1900.08,-1.24
234008.22,-1899.39,0.69
234035.32,-1900.95,-1.56
234081.35,-1901.94,-0.99
234129.31,-1902.26,-0.32
234183.13,-1903.29,-1.03
234231.94,-1904.16,-0.87
234288.2,-1904.89,-0.73
234343.08,-1905.99,-1.1
234385.33,-1906.57,-0.58
234399.3,-1907.17,-0.6
234409.87,-1906.88,0.29
234449.64,-1907.98,-1.1
234487.99,-1908.86,-0.88
234490.22,-1908.91,-0.05
234505.43,-1909.19,-0.28
234559.58,-1910.34,-1.15
234609.08,-1911.42,-1.08
234645.66,-1912.26,-0.84
234651.71,-1912.4,-0.14
234653.38,-1912.34,0.06
234661.5,-1912.46,-0.12
234704.21,-1913.11,-0.65
234755.47,-1914.22,-1.11
234809.31,-1915.39,-1.17
234865.94,-1916.61,-1.22
234915.41,-1917.64,-1.03
234972.92,-1918.95,-1.31
235018.66,-1920.24,-1.29
235025.3,-1920.17,0.07
235079.86,-1921.31,-1.14
235133.87,-1922.5,-1.19
235186.92,-1923.61,-1.11
235241.65,-1924.79,-1.18
235294.33,-1926.01,-1.22
235342.2,-1927.03,-1.02
235389.14,-1928.04,-1.01
235443.79,-1929.21,-1.17
235498.09,-1930.45,-1.24
235553.36,-1931.84,-1.39
235608.3,-1933.06,-1.22
235661.78,-1934.29,-1.23
235716.36,-1935.5,-1.21
235780.35,-1937.03,-1.53
235844.2,-1938.48,-1.45
235908.12,-1939.95,-1.47
235972.04,-1941.55,-1.6
236036.07,-1942.94,-1.39
236099.93,-1944.58,-1.64
236163.66,-1946.11,-1.53
236227.46,-1947.62,-1.51
236291.37,-1948.98,-1.36
236355.05,-1950.51,-1.53
236418.94,-1951.83,-1.32
236482.56,-1953.31,-1.48
236546.39,-1954.78,-1.47
236610.14,-1956.29,-1.51
236673.39,-1957.84,-1.55
236737.07,-1959.4,-1.56
236800.65,-1960.97,-1.57
236864.35,-1962.45,-1.48
236928.3,-1963.95,-1.5
236992.03,-1965.4,-1.45
237055.79,-1966.74,-1.34
237119.48,-1968.14,-1.4
237183.54,-1969.55,-1.41
237246.96,-1971,-1.45
237310.33,-1972.39,-1.39
237374.15,-1973.84,-1.45
237437.28,-1975.43,-1.59
237501.19,-1976.89,-1.46
237554.59,-1976.7,0.19
237565.01,-1978.48,-1.78
237576.04,-1978.49,-0.01
237628.86,-1979.79,-1.3
237692.55,-1981.25,-1.46
237756.48,-1982.66,-1.41
237820.18,-1984.14,-1.48
237884.18,-1985.54,-1.4
237947.9,-1986.88,-1.34
237986.01,-1986.47,0.41
238010.55,-1988.23,-1.76
238074.25,-1989.77,-1.54
238137.74,-1991.25,-1.48
238201.22,-1992.64,-1.39
238264.97,-1994.04,-1.4
238328.83,-1995.41,-1.37
238392,-1996.83,-1.42
238455.57,-1998.3,-1.47
238519.21,-1999.77,-1.47
238583.11,-2001.25,-1.48
238646.49,-2002.71,-1.46
238709.85,-2004.24,-1.53
238773.6,-2005.75,-1.51
238837.21,-2007.3,-1.55
238900.89,-2008.83,-1.53
238964.51,-2010.5,-1.67
239028.2,-2012.04,-1.54
239092.07,-2013.68,-1.64
239149.51,-2015.04,-1.36
239213.16,-2016.66,-1.62
239236.5128,-2016.927161,-0.26716145
239239.36,-2016.959734,-0.032572134
239276.97,-2017.39,-0.46283855
239339.86,-2018.04,-0.65
239403.58,-2019.02,-0.98
239467.36,-2020.64,-1.62
239530.96,-2021.6,-0.96
239594.68,-2023.2,-1.6
239658.18,-2024.81,-1.61
239721.21,-2026.38,-1.57
239784.9,-2027.9,-1.52
239848.63,-2028.77,-0.87
239912.47,-2030.13,-1.36
239975.98,-2031.63,-1.5
240038.89,-2033.18,-1.55
240102.88,-2033.78,-0.6
240166.65,-2035.28,-1.5
240230.28,-2036.69,-1.41
240231.28,-2038.47,-1.78
240286.33,-2038.05,0.42
240350.04,-2039.55,-1.5
240413.52,-2040.74,-1.19
240477.39,-2041.89,-1.15
240540.7,-2043.44,-1.55
240603.73,-2044.25,-0.81
240667.35,-2045.41,-1.16
240730.5,-2046.91,-1.5
240794.1,-2048.65,-1.74
240848.38,-2049.85,-1.2
240869.75,-2050.38,-0.53
240922.52,-2051.62,-1.24
240948.15,-2052.1,-0.48
241011.99,-2052.66,-0.56
241043.94,-2052.78,-0.12
241107.53,-2054.13,-1.35
241118.91,-2054.34,-0.21
241182.8,-2055.64,-1.3
241236.39,-2056.89,-1.25
241289.33,-2058.1,-1.21
241352.97,-2059.81,-1.71
241416.6,-2061.48,-1.67
241480.03,-2063.15,-1.67
241543.71,-2064.78,-1.63
241563.27,-2065.2,-0.42
241600.82,-2066.01,-0.81
241661.12,-2067.4,-1.39
241724.77,-2068.72,-1.32
241788.28,-2070.26,-1.54
241851.34,-2071.79,-1.53
241915.06,-2073.41,-1.62
241978.59,-2074.82,-1.41
242029.85,-2076.06,-1.24
242078.49,-2077.24,-1.18
242132.29,-2078.45,-1.21
242186.97,-2079.87,-1.42
242250.92,-2081.35,-1.48
242314.57,-2082.87,-1.52
242377.67,-2084.37,-1.5
242441.38,-2085.85,-1.48
242495.56,-2087.26,-1.41
242549.72,-2088.52,-1.26
242613,-2090.21,-1.69
242676.66,-2091.7,-1.49
242724.53,-2092.99,-1.29
242774.82,-2094.21,-1.22
242838.56,-2095.76,-1.55
242902.34,-2097.19,-1.43
242965.98,-2098.67,-1.48
243029.53,-2100.21,-1.54
243093.28,-2101.79,-1.58
243156.54,-2103.42,-1.63
243219.65,-2104.91,-1.49
243283.35,-2106.56,-1.65
243346.64,-2108.09,-1.53
243410.35,-2109.63,-1.54
243473.75,-2111.19,-1.56
243537.58,-2112.75,-1.56
243601.17,-2114.36,-1.61
243664.72,-2115.96,-1.6
243710.85,-2117.05,-1.09
243774.35,-2118.73,-1.68
243838.19,-2120.25,-1.52
243901.98,-2121.97,-1.72
243965.93,-2123.49,-1.52
244029.68,-2125.17,-1.68
244093.61,-2126.69,-1.52
244137.36,-2127.88,-1.19
244201.27,-2129.58,-1.7
244264.93,-2131.14,-1.56
244328.74,-2132.72,-1.58
244392.28,-2134.29,-1.57
244435.29,-2135.35,-1.06
244498.76,-2137.07,-1.72
244562.38,-2138.58,-1.51
244609.95,-2139.78,-1.2
244673.61,-2141.4,-1.62
244737.35,-2143.08,-1.68
244801.03,-2144.55,-1.47
244864.74,-2146.04,-1.49
244928.55,-2147.49,-1.45
244992.4,-2149.06,-1.57
245056.02,-2150.53,-1.47
245119.46,-2152.15,-1.62
245183.28,-2153.51,-1.36
245246.99,-2155.04,-1.53
245310.65,-2156.63,-1.59
245373.66,-2158.26,-1.63
245437.16,-2159.65,-1.39
245500.75,-2161.16,-1.51
245543.0314,-2162.108579,-0.948579101
245564.49,-2162.59,-0.481420899
245588.01,-2163.083938,-0.493938294
245585.3029,-2163.027087,0.05685094
245603.06,-2163.4,-0.372912646
245667.1,-2165.05,-1.65
245730.95,-2166.52,-1.47
245794.8,-2167.92,-1.4
245858.67,-2169.44,-1.52
245921.94,-2171.08,-1.64
245953.62,-2171.91,-0.83
245990.14,-2172.87,-0.96
246025.53,-2173.77,-0.9
246062.56,-2174.66,-0.89
246101.29,-2175.57,-0.91
246129.82,-2176.24,-0.67
246165.37,-2177.19,-0.95
246195.01,-2177.84,-0.65
246258.72,-2179.47,-1.63
246258.74,-2179.45,0.02
246296.83,-2180.34,-0.89
246296.84,-2180.33,0.01
246330.42,-2180.97,-0.64
246330.43,-2180.96,0.01
246361.79,-2181.67,-0.71
246361.8,-2181.66,0.01
246400.78,-2182.64,-0.98
246464.44,-2184.01,-1.37
246528.19,-2185.59,-1.58
246591.72,-2187,-1.41
246655.44,-2188.51,-1.51
246719.34,-2190.09,-1.58
246783.26,-2191.59,-1.5
246845.08,-2192.97,-1.38
246846.68,-2193.01,-0.04
246910.3,-2194.5,-1.49
246973.4,-2195.94,-1.44
247036.72,-2197.38,-1.44
247100.36,-2198.91,-1.53
247164.05,-2200.47,-1.56
247185.13,-2200.72,-0.25
247228.18,-2201.47,-0.75
247291.85,-2203,-1.53
247355.62,-2204.39,-1.39
247419.36,-2205.93,-1.54
247483.2,-2207.13,-1.2
247546.6,-2208.56,-1.43
247610.65,-2209.92,-1.36
247674.45,-2211.42,-1.5
247738.34,-2212.76,-1.34
247801.96,-2214.26,-1.5
247865.19,-2215.66,-1.4
247928.59,-2217.25,-1.59
247992.44,-2218.6,-1.35
248036.7165,-2219.683495,-1.083495146
247993.91,-2218.635973,1.047522616
248055.78,-2220.15,-1.514027471
248116.91,-2221.45,-1.3
248180.7,-2222.95,-1.5
248244.56,-2224.42,-1.47
248308.31,-2226.01,-1.59
248365.27,-2226.02,-0.01
248371.52,-2227.42,-1.4
248380.066,-2227.613981,-0.193981065
248383.06,-2227.68194,-0.067958618
248434.52,-2228.85,-1.168060317
248497.77,-2230.27,-1.42
248497.78,-2230.26,0.01
248561.75,-2230.69,-0.43
248561.76,-2230.68,0.01
248625.16,-2232.03,-1.35
248688.95,-2233.57,-1.54
248752.67,-2235.01,-1.44
248816.57,-2236.51,-1.5
248870.92,-2237.81,-1.3
248925.69,-2238.98,-1.17
248981.93,-2240.3,-1.32
249028.35,-2241.36,-1.06
249080.84,-2242.62,-1.26
249130.63,-2243.83,-1.21
249194.37,-2245.41,-1.58
249234.16,-2245.26,0.15
249257.92,-2246.84,-1.58
249321.7,-2248.38,-1.54
249385.29,-2250.09,-1.71
249435.99,-2251.28,-1.19
249487.91,-2252.58,-1.3
249541.38,-2253.96,-1.38
249596.33,-2255.25,-1.29
249650.9,-2256.76,-1.51
249709.46,-2258.22,-1.46
249739.73,-2258.65,-0.43
249773.07,-2259.81,-1.16
249836.95,-2261.28,-1.47
249888.07,-2262.54,-1.26
249941.62,-2263.91,-1.37
249996.14,-2265.23,-1.32
250049.58,-2266.56,-1.33
250104.31,-2267.83,-1.27
250159.13,-2269.17,-1.34
250223.02,-2270.62,-1.45
250286.59,-2272.11,-1.49
250350.3,-2273.7,-1.59
250405.4,-2275.08,-1.38
250463.88,-2276.43,-1.35
250517.6,-2277.72,-1.29
250581.38,-2279.34,-1.62
250645.03,-2280.92,-1.58
250698.99,-2282.31,-1.39
250762.74,-2283.8,-1.49
250826.37,-2285.43,-1.63
250889.96,-2286.83,-1.4
250953.66,-2288.42,-1.59
250983.92,-2289.1,-0.68
251017.35,-2289.85,-0.75
251070.83,-2291.08,-1.23
251088.58,-2291.55,-0.47
251095.92,-2291.74,-0.19
251101.77,-2291.84,-0.1
251107.56,-2291.93,-0.09
251109.18,-2292.33,-0.4
251109.63,-2292.21,0.12
251110.72,-2291.91,0.3
251111.82,-2291.6,0.31
251112.26,-2291.47,0.13
251113.67,-2292.01,-0.54
251120.43,-2292.06,-0.05
251129.11,-2292.13,-0.07
251141.37,-2292.3,-0.17
251152.05,-2292.44,-0.14
251195.49,-2293.38,-0.94
251259.07,-2294.64,-1.26
251322.98,-2295.89,-1.25
251386.94,-2297.28,-1.39
251450.46,-2298.68,-1.4
251514.11,-2300.13,-1.45
251577.89,-2301.47,-1.34
251640.59,-2302.82,-1.35
251684.9,-2303.79,-0.97
251739.97,-2305.05,-1.26
251803.8,-2306.44,-1.39
251867.81,-2307.88,-1.44
251931.26,-2309.18,-1.3
251994.85,-2310.57,-1.39
252058.77,-2311.96,-1.39
252122.69,-2313.28,-1.32
252186.37,-2314.63,-1.35
252313.93,-2317.27,-0.92
252377.77,-2318.63,-1.36
252441.6,-2320.01,-1.38
252505.48,-2321.42,-1.41
252569.32,-2322.78,-1.36
252633.27,-2324.17,-1.39
252696.19,-2325.48,-1.31
252759.88,-2326.99,-1.51
252823.87,-2328.33,-1.34
252883.56,-2329.68,-1.35
252946.89,-2330.96,-1.28
253010.83,-2332.38,-1.42
253074.74,-2333.73,-1.35
253138.54,-2335.25,-1.52
253201.5,-2336.56,-1.31
253265.37,-2337.95,-1.39
253329.48,-2339.2,-1.25
253384.14,-2340.43,-1.23
253438.78,-2341.62,-1.19
253481.91,-2342.66,-1.04
253545.29,-2344.05,-1.39
253608.69,-2345.37,-1.32
253672.26,-2346.83,-1.46
253736.06,-2348.24,-1.41
253799.46,-2349.62,-1.38
253863.38,-2350.98,-1.36
253927.14,-2352.39,-1.41
253990.97,-2353.83,-1.44
254054.97,-2355.29,-1.46
254118.22,-2356.64,-1.35
254182.04,-2358.11,-1.47
254245.73,-2359.42,-1.31
254309.31,-2360.95,-1.53
254372.64,-2362.31,-1.36
254427.75,-2363.66,-1.35
254478.62,-2364.43,-0.77
254532.91,-2365.61,-1.18
254587.63,-2366.75,-1.14
254637.57,-2367.83,-1.08
254692.4,-2369.01,-1.18
254744.57,-2370.12,-1.11
254791.52,-2371.14,-1.02
254841,-2372.12,-0.98
254895.25,-2373.33,-1.21
254950.09,-2374.5,-1.17
254999.44,-2375.57,-1.07
255053.97,-2376.77,-1.2
255104.49,-2377.64,-0.87
255150.61,-2378.65,-1.01
255202.75,-2379.73,-1.08
255256.84,-2380.84,-1.11
255310.62,-2381.95,-1.11
255360.27,-2382.95,-1
255414.2,-2384.15,-1.2
255465.43,-2385.22,-1.07
255518.39,-2386.28,-1.06
255566.62,-2387.3,-1.02
255612.15,-2388.18,-0.88
255663.87,-2389.3,-1.12
255716.43,-2390.32,-1.02
255770.94,-2391.4,-1.08
255823.65,-2392.56,-1.16
255878.17,-2393.63,-1.07
255932.22,-2394.91,-1.28
255996,-2396.18,-1.27
256059.72,-2397.62,-1.44
256123.56,-2398.94,-1.32
256187.15,-2400.39,-1.45
256251.09,-2401.72,-1.33
256272.96,-2400.63,1.09
256276.8,-2402.37,-1.74
256314.84,-2403.24,-0.87
256378.64,-2404.64,-1.4
256389.26,-2404.76,-0.12
256424.02,-2405.63,-0.87
256487.69,-2406.89,-1.26
256550.46,-2408.13,-1.24
256614.21,-2409.41,-1.28
256677.77,-2410.7,-1.29
256741.46,-2411.95,-1.25
256805.4,-2413.02,-1.07
256825.32,-2413.43,-0.41
256869.11,-2414.34,-0.91
256930.1,-2415.47,-1.13
256932.72,-2415.52,-0.05
256972.94,-2416.38,-0.86
257037.05,-2417.61,-1.23
257100.66,-2419.02,-1.41
257164.61,-2420.37,-1.35
257217.69,-2421.53,-1.16
257281.44,-2422.83,-1.3
257345.27,-2424.22,-1.39
257400.01,-2425.27,-1.05
257463.94,-2426.73,-1.46
257527.75,-2428.06,-1.33
